
=== 更新时间: 2025-10-22 13:41:18 ===
- 🐼电信专区 - 广东体育: http://183.11.239.36:808/hls/2/index.m3u8
- 地方频道 - 快乐垂钓: http://drive.mxmy.net:8888/udp/239.3.1.164:8001
- 地方频道 - 七台河新闻综合: http://live.qthnews.org.cn:1935/live/live1/800k/tzwj_video.m3u8
- 地方频道 - 七台河民生社教: http://live.qthnews.org.cn:1935/live/live2/800k/tzwj_video.m3u8
- 地方频道 - 七星关电视台: https://p8.vzan.com:443/slowlive/147077707554082780/live.m3u8
- 地方频道 - 万荣综合: http://60.222.246.220:19433/hls1.m3u8
- 地方频道 - 三明新闻综合: http://ls.qingting.fm/live/4885.m3u8
- 地方频道 - 三明新闻综合: https://ls.qingting.fm/live/5022100/64k.m3u8
- 📚┃上海频道 - 上海第一财经: https://satellitepull.cnr.cn/live/wx32dycjgb/playlist.m3u8
- 地方频道 - 上虞文化影院: http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8
- 地方台 - 上虞文化影院: http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8?zzhed
- 地方频道 - 上虞新商都: http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8
- 地方频道 - 上虞新闻综合: http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8?zzhed
- 地方频道 - 东莞新闻综合: https://stream.sun0769.com/dgrtv1/mp4tv1_800/index.m3u8
- 地方频道 - 东莞生活资讯: https://stream.sun0769.com/dgrtv1/mp4tv2_800/index.m3u8
- 地方频道 - 中华特产: http://120.76.248.139/live/bfgd/4200000158.m3u8
- 地方频道 - 中国蓝新闻: http://ali-m-l.cztv.com/channels/lantian/channel009/1080p.m3u8
- 各地方台2 - 临沂农科: https://m3u8-channel.lytv.tv/nmip-media/channellive/channel115062/playlist.m3u8
- 地方频道 - 临颍综合: http://tvpull.dxhmt.cn:9081/tv/11122-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
- 地方频道 - 义马新闻综合: http://tvpull.dxhmt.cn:9081/tv/11281-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
- 地方频道 - 之江纪录: https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
- 地方频道 - 之江纪录: http://ali-m-l.cztv.com/channels/lantian/channel12/1080p.m3u8
- 地方频道 - 之江纪录: https://ali-m-l.cztv.com/channels/lantian/channel12/720p.m3u8
- 地方频道 - 之江纪录: http://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
- 地方频道 - 乐家购物: http://112.46.105.20:8009/hls/23/index.m3u8
- ☘️四川频道 - 乐山新闻综合: http://m3u8file.lstv.org.cn/nmip-media/channellive/channel1/playlist.m3u8
- 地方频道 - 九台综合: http://stream10.jlntv.cn/jiutaitv/sd/live.m3u8
- 地方频道 - 云和新闻综合: http://l.cztvcloud.com/channels/lantian/SXyunhe1/720p.m3u8
- 地方频道 - 云霄综合: https://live.zzyxxw.com:2443/live/xwzh.m3u8
- 🐼福建ID22 - 云霄综合: http://live.zzyxxw.com:85/live/xwzh.m3u8
- 未分组 - 云霄综合: http://live.zzyxxw.com:85/live/xwzh.m3u8?fujian
- 地方频道 - 云霄综合: http://live.zzyxxw.com:85/live/xwzh.m3u8?fujian,
- 地方频道 - 五台综合: https://568slnjf.live.sxmty.com/live/hls/90c8b2efeb164cc0a6c2409eed668d6b/f77cbb89ec57435b9ba4c47589c16e4f-1.m3u8
- 各地方台5 - 五台综合: https://568slnjf.live.sxmty.com/live/hls/90c8b2efeb164cc0a6c2409eed668d6b/f77cbb89ec57435b9ba4c47589c16e4f-1.m3u8?zshanxd
- ☘️山西频道 - 五台综合: https://568slnjf.live.sxmty.com/live/hls/90c8b2efeb164cc0a6c2409eed668d6b/f77cbb89ec57435b9ba4c47589c16e4f-1.m3u8?zshanxd&amp;quot;
- 地方频道 - 井研综合: http://tvfile.jyrmt.cn/nmip-media/channellive/channel104452/playlist.m3u8
- ☘️安徽频道 - 亳州农村: http://zbbf2.ahbztv.com/live/418.m3u8
- 地方频道 - 仁寿综合: https://play.scrstv.com.cn/DT/live.m3u8?auth_key=60001724663204-0-0-c1cc4ded9841ac34f63cdbd3aec647ef
- 地方频道 - 任丘综合: https://jwcdnqx.hebyun.com.cn/live/rqtv1/1500k/tzwj_video.m3u8
- 地方频道 - 伊犁哈萨克: http://110.153.180.106:55555/out_3/index.m3u8
- 地方频道 - 伊犁哈萨克: http://110.153.180.106:55555/out_3/index.m3u8?zxinjd
- 地方频道 - 伊犁汉语综合: http://110.153.180.106:55555/out_1/index.m3u8
- 地方频道 - 伊犁汉语综合: http://110.153.180.106:55555/out_1/index.m3u8?zxinjd
- 地方频道 - 伊犁经济法制: http://110.153.180.106:55555/out_4/index.m3u8
- 地方频道 - 伊犁经济法制: http://110.153.180.106:55555/out_4/index.m3u8?zxinjd
- 地方频道 - 伊犁维吾尔: http://110.153.180.106:55555/out_2/index.m3u8
- 地方频道 - 优优宝贝: http://120.76.248.139/live/bfgd/4200000153.m3u8
- 地方频道 - 余姚姚江文化: https://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8
- 📚┃浙江频道 - 余姚姚江文化: https://l.cztvcloud.com/channels/lantian/SXyuyao2/720p.m3u8
- 各地方台 - 余姚姚江文化: http://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8?zzhed
- ☘️浙江频道 - 余姚姚江文化: http://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8zzhed
- 地方频道 - 余姚综合: http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8
- 地方频道 - 余姚综合: https://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8
- 各地方台 - 余姚新闻综合: http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8?zzhed
- 地方频道 - 余姚新闻综合: http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8?cWlkPSZzPTg3OWMwYmMyZDMzYTFhZGY3NDQxMjgyYTg1MmUzNTY0JmVzPTE3MDY2Nzc4NzMmdXVpZD0yMjdiY2MzNGNiNGY0MThlYjRiY2IxYzcwNmZjODNkMS02NzQ3NDY2NyZ2PTImYXM9MCZjZG5leF9pZD10eF9waG9uZV9saXZl
- 未分组 - 余姚综合: http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
- 地方频道 - 余杭未来E: http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8
- 各地方台 - 余杭未来E频道: http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8?zzhed
- 地方频道 - 余杭综合: http://l.cztvcloud.com/channels/lantian/SXyuhang1/720p.m3u8
- 地方频道 - 偃师新闻: http://tvpull.dxhmt.cn:9081/tv/10381-1.m3u8?wsSecret=df15530a0abec41b14bca00fc96270d1&wsTime=1654956569
- 地方频道 - 光山综合: http://tvpull.dxhmt.cn:9081/tv/11522-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
- 地方频道 - 六合新闻综合: http://p2hs.vzan.com/720020/432453820030502236/live.m3u8
- 地方频道 - 六安公共: http://ls.qingting.fm/live/1794199.m3u8
- 地方频道 - 六安新闻综合: http://ls.qingting.fm/live/267.m3u8
- 地方频道 - 兰溪新闻综合: http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8
- 各地方台 - 兰溪新闻综合: http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8?zzhed
- 地方频道 - 兰考新闻: http://tvpull.dxhmt.cn:9081/tv/10225-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
- 地方频道 - 兴隆综合: https://jwcdnqx.hebyun.com.cn/live/xlzh/1500k/tzwj_video.m3u8
- 地方频道 - 兵团五师双河新闻综合: http://liveout.btzx.com.cn/62ds9e/4nxdih.m3u8?fbl=
- 地方频道 - 兵团五师双河新闻综合: https://liveout.btzx.com.cn/62ds9e/4nxdih.m3u8?zxinjd
- 🐼内蒙ID14 - 兵团八师石河子教育: http://124.88.144.73:1935/live/jiaoyu/playlist.m3u8
- 未分组 - 兵团八师石河子教育: http://124.88.144.73:1935/live/jiaoyu/playlist.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
- 地方频道 - 兵团八师石河子新闻综合: http://124.88.144.73:1935/live/xwzh/playlist.m3u8?zxinjd
- 未分组 - 兵团八师石河子经济生活: http://124.88.144.73:1935/live/dywt/playlist.m3u8?zxinjd
- 地方频道 - 内乡综合: http://tvpull.dxhmt.cn:9081/tv/11325-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
- 地方频道 - 内蒙农牧: http://play1-qk.nmtv.cn:80/live/1686561299036179.m3u8
- 地方频道 - 内蒙经济: https://ls.qingting.fm/live/1885/64k.m3u8
- 地方频道 - 内黄综合: http://tvpull.dxhmt.cn:9081/tv/10527-1.m3u8?wsSecret=df15530a0abec41b14bca00fc96270d1&wsTime=1654956569
- 地方频道 - 凉山新闻综合: http://tvfile.lzgbdst.com/nmip-media/channellive/channel106876/playlist.m3u8?zsicdhttp://tv.drs.lzgbdst.com:8100/channellive/lztv2.flv?zsicd
- 未分组 - 剑阁综合: https://tvfile.scjgtv.cn/nmip-media/channellive/channel104126/playlist.m3u8
- 地方频道 - 利州综合: http://tvfile.lzgbdst.com/nmip-media/channellive/channel106876/playlist.m3u8?zsicd
- 地方频道 - 剑阁综合: https://m3u8.channel.dzsm.com/nmip-media/channellive/channel105549/playlist.m3u8
- 地方频道 - 北京新闻: https://satellitepull.cnr.cn/live/wxbjxwgb/playlist.m3u8
- 地方频道 - 北京新闻: https://ls.qingting.fm/live/339/64k.m3u8
- 央视高清 - 北京新闻: http://iptv.huuc.edu.cn/hls/btv9hd.m3u8
- 地方频道 - 北京新闻: https://brtv-radiolive.rbc.cn/alive/fm945.m3u8
- 地方频道 - 北京生活: https://wstvcpudali.v.myalicdn.com/wstvcpud/udrmbtv7_1/index.m3u8?adapt=0&BR=audio
- 地方频道 - 北京科教: http://player.cntv.cn/standard/live_HLSDRM20180606.swf?ChannelID=btv3&P2PChannelID=pd://cctv_p2p_hdbtv3
- 地方频道 - 北京青年: http://player.cntv.cn/standard/live_HLSDRM20180919.swf?v=180.171.5.8.9.6.3.9&ChannelID=btv8&videoTVChannel=btv8&P2PChannelID=pd://cctv_p2p_hdbtv8&tai=btv8&VideoName=btv8&channelID=btv8
- 地方频道 - 十堰新闻: http://p8.vzan.com/slowlive/034028687228317362/live.m3u8
- ☘️广西频道 - 南宁公共: http://688b7cbf9b7a8d911a085372b6c70ab5.livehwc3.cn/hls.nntv.cn/nnlive/XWZH_24.m3u8?sub_m3u8=true&edge_slice=true&user_session_id=d1391be1fc200f8e4700c5d82b44edae
- 地方频道 - 南宁都市生活: http://615bbf179ba53515dccad7b1da5d1ad9.livehwc3.cn/hls.nntv.cn/nnlive/WLSH_24.m3u8?sub_m3u8=true&edge_slice=true&user_session_id=2598844eaee8a4265e706fc14b3fc11d
- 未分组 - 南通都市生活: https://cm-live.ntjoy.com/live/4f3.m3u8
- 地方频道 - 卫辉综合: http://tvpull.dxhmt.cn:9081/tv/10781-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
- 地方频道 - 双流综合: http://171.221.250.130:18888/27e684978eb642eeb90ab815f6cc51bf/c41893de5e8645b3b43aef1640859b0d.m3u8?zsicd,
- 地方频道 - 双辽综合: http://stream3.jlntv.cn:80/aac_slgb/playlist.m3u8
- 地方频道 - 叙州新闻综合: http://pili-live-hls.ybcxjd.com/jdh-live/2108111201035597.m3u8?zsicd
- 各地方台3 - 叙永综合频道: http://luzhi.xuyongrongmei.com:1935/live/_definst_/xyxw/playlist.m3u8
- 地方频道 - 叙永综合: http://luzhi.xuyongrongmei.com:1935/live/_definst_/xyxw/playlist.m3u8?zsicd
- 地方频道 - 句容党建: http://jrlive.jrntv.com/live/_definst_/dangjians/playlist.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
- 地方频道 - 句容影院: http://jrlive.jrntv.com/live/_definst_/yingshis/chunklist_w1994429382.m3u8?zjiangsd
- 各地方台 - 句容新闻综合: http://jrlive.jrntv.com/live/_definst_/jrxwzhs/playlist.m3u8
- 各地方台 - 句容新闻综合: http://jrlive.jrntv.com/live/_definst_/jrxwzhs/playlist.m3u8?zjiangsd
- 地方频道 - 句容生活: http://jrlive.jrntv.com/live/_definst_/shenghuos/playlist.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
- 地方频道 - 可克达拉综合: http://file.loulannews.cn/nmip-media/channellive/channel103824/playlist.m3u8
- 地方频道 - 叶县: http://tvpull.dxhmt.cn:9081/tv/10422-1.m3u8
- 地方频道 - 吉林乡村: https://satellitepull.cnr.cn/live/wxjlxcgb/playlist.m3u8
- 地方频道 - 名山综合: https://m3u8channel-bx.yunxya.com/nmip-media/channellive/channel104666/playlist.m3u8
- 地方频道 - 名山综合: https://m3u8channel-ms.yunxya.com:443/nmip-media/audiolive/audio100580/playlist.m3u8
- 地方频道 - 周口扶沟: http://live.dxhmt.cn:9081/tv/11621-1.m3u8
- 地方频道 - 哈密一套: https://tvpull.hmgbtv.com/hmtv/channel9cd66b3d5d258b2b.flv
- 地方频道 - 哈密三套: https://tvpull.hmgbtv.com/hmtv/channelfb0e5c505477aa44/playlist.m3u8
- 地方频道 - 哈密二套: https://tvpull.hmgbtv.com/hmtv/channel108259412c6a6711/playlist.m3u8
- 地方频道 - 哈尔滨娱乐: https://stream.hrbtv.net/ylpd/sd/live.m3u8
- 地方频道 - 哈尔滨娱乐: http://stream.hrbtv.net/ylpd/sd/live.m3u8?zheild
- 地方频道 - 哈尔滨新闻综合: http://stream.hrbtv.net/xwzh/sd/live.m3u8?zheild
- 地方频道 - 哈尔滨生活: http://111.43.126.240:9003/hls/3/index.m3u8
- 各地方台6 - 哈尔滨生活: https://stream.hrbtv.net/shpd/sd/live.m3u8
- 各地方台6 - 哈尔滨生活: http://stream.hrbtv.net/shpd/sd/live.m3u8
- 地方频道 - 哈尔滨生活: http://stream.hrbtv.net/shpd/sd/live.m3u8?zheild
- 地方频道 - 哈尔滨资讯: http://stream.hrbtv.net/zxpd/sd/live.m3u8
- 地方频道 - 哈尔滨都市咨询: http://stream.hrbtv.net/zxpd/sd/live.m3u8?zheild
- 地方频道 - 唐河一套: http://tvpull.dxhmt.cn:9081/tv/11328-1.m3u8
- 地方频道 - 唐河一套: http://tvpull.dxhmt.cn:9081/tv/11328-1.m3u8?zhend
- 地方频道 - 嘉兴公共: http://play-sh13.quklive.com/live/1675149601192103.m3u8?auth_key=2028730429-9ab7f7f0267946e880ec46ce3d57ec9e-0-eb04d7f7e549054293604b04150cefa1
- 地方频道 - 嘉兴新闻综合: http://tvfile.jyrmt.cn:80/nmip-media/channellive/channel104452/playlist.m3u8
- 地方频道 - 嘉兴新闻综合: http://live.zohi.tv/video/s10001-fztv-1/index.m3u8
- 地方频道 - 嘉峪关综合: http://play.kankanlive.com/live/1720583434627241.m3u8
- 地方频道 - 四川科教: http://182.150.115.21:8030/pcgacg/pcgacg_0.m3u8
- 地方频道 - 四海钓鱼: http://120.76.248.139/live/bfgd/4200000229.m3u8
- 地方频道 - 固始综合: http://tvpull.dxhmt.cn:9081/tv/11525-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
- 地方频道 - 大宁综合: http://live.daningtv.com/aac_dngb/playlist.m3u8
- ☘️天津频道 - 天津新闻: http://nas.hssvm.com:8888/udp/225.1.1.130:5002
- ☘️天津频道 - 天津都市: http://nas.hssvm.com:8888/udp/225.1.1.128:5002
- 地方频道 - 太谷新闻综合: https://p2.vzan.com/slowlive/596867413819827251/live.m3u8?zbid=1725814272&tpid=1516989100&type=0
- 地方频道 - 太谷新闻综合: https://p2.vzan.com/slowlive/596867413819827251/live.m3u8?zbid=1725814272&amp;amp;tpid=1516989100&amp;amp;type=0
- 新闻频道 - 太谷新闻综合: https://p2.vzan.com/slowlive/596867413819827251/live.m3u8?zbid=1725814272&amp;tpid=1516989100&amp;type=0
- 新闻频道 - 夹江新闻综合: http://tvfile.jjrm.org.cn/nmip-media/channellive/channel106282/playlist.m3u8
- 各地方台7 - 奎屯哈萨克语: http://218.84.12.186:8002/hls/main/playlist.m3u8
- 地方频道 - 奎屯哈萨克语: http://218.84.12.186:8002/hls/main/playlist.m3u8?zxinjd
- 地方频道 - 宁夏经济: https://ls.qingting.fm/live/1841/64k.m3u8
- ☘️安徽频道 - 安徽导视: http://dspdhls.appcoo.com:8888/live/dspd/index.m3u8
- 地方频道 - 安顺新闻: http://hplayer1.juyun.tv/camera/154379194.m3u8
- 地方频道 - 安顺新闻: https://ls.qingting.fm/live/5022203/64k.m3u8
- 地方频道 - 定襄综合: http://lbyzztfe.live.sxmty.com/live/hls/645ff4c60e0a49f0a203abbd73dd8be9/0720e665f10f48e98c9639f4f492fb4a-1.m3u8?zshanxd
- ☘️江苏频道 - 宜兴新闻: https://yixing-tv-ori-hls.jstv.com/yixing-tv-ori/yixing_xw.m3u8
- ☘️江苏频道 - 宜兴新闻: http://yixing-tv-ori-hls.jstv.com/yixing-tv-ori/yixing_xw.m3u8?zjiangsd
- 地方频道 - 宜兴紫砂: http://3gvod.zjgonline.com.cn:1935/live/_definst_/xinwenzonghe_app/chunklist.m3u8
- 各地方台4 - 宜阳综合频道: http://tvpull.dxhmt.cn:9081/tv/10327-1.m3u8
- 地方频道 - 宜阳综合: http://tvpull.dxhmt.cn:9081/tv/10327-1.m3u8?wsSecret=df15530a0abec41b14bca00fc96270d1&wsTime=1654956569
- 地方频道 - 宝丰综合: http://tvpull.dxhmt.cn:9081/tv/10421-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
- 地方频道 - 宾阳综合: http://pulls.myun.tv/live/0dkp33j5.m3u8
- 地方频道 - 屏边综合: http://live.ynurl.com/video/s10040-pbzh/index.m3u8?zyund
- 地方频道 - 山东文旅: http://58.57.40.22:9901/tsfile/live/1023_1.m3u8
- 地方频道 - 山东新闻: http://ls.qingting.fm/live/60180.m3u8
- 地方频道 - 山东生活: http://ls.qingting.fm/live/60260.m3u8
- ☘️云南频道 - 峨山电视: http://live.ynurl.com/video/s10034-ESTV/index.m3u8
- 地方频道 - 峨山电视: http://live.ynurl.com/video/s10034-ESTV/index.m3u8?zyund
- 地方频道 - 嵊州新闻综合: http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8?zzhed
- 地方频道 - 嵊泗综合: http://l.cztvcloud.com/channels/lantian/SXshengsi1/720p.m3u8
- 地方频道 - 嵩县综合新闻: http://tvpull.dxhmt.cn:9081/tv/10325-1.m3u8?zhendhttp://wshls.live.migucloud.com/live/MZCYG799_C0/playlist.m3u8?zhend
- 地方频道 - 巩义新闻综合: http://tvpull.dxhmt.cn:9081/tv/10181-1.m3u8?zhend
- 地方频道 - 常熟民生: http://3gvod.zjgonline.com.cn:1935/live/_definst_/shehuishenghuo_app/chunklist.m3u8
- 地方频道 - 平泉综合: https://jwcdnqx.hebyun.com.cn/live/pqzh/1500k/tzwj_video.m3u8
- 地方频道 - 平湖新闻综合: http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8?zzhed
- 地方频道 - 平湖民生休闲: http://l.cztvcloud.com/channels/lantian/SXpinghu2/720p.m3u8?zzhed
- 各地方台5 - 平遥新闻综合: https://tntgjhjb.live.sxmty.com/live/hls/3a4585ac11ec4e1bb07b419101b370c3/baf63e2b313440c2a25d7859f9b73b05-1.m3u8?zshanxd
- 地方频道 - 广元公共: https://m3u8.channel.dzsm.com/nmip-media/channellive/channel101257/playlist.m3u8
- 地方频道 - 广元综合: https://m3u8.channel.dzsm.com/nmip-media/channellive/channel100999/playlist.m3u8
- 未分组 - 广安公共: http://live1.gatv.com.cn:85/live/GGPD.m3u8
- 地方频道 - 广安公共: http://live1.gatv.com.cn:85/live/GGPD_ggpdzm.m3u8?zsicd
- 地方台" tvg-id="null" tvg-name="广州竞赛频道" tvg-logo="https://live.fanmingming.com/tv/广州竞赛频道.png" t-time="121" v-w="0" v-h="0 - 广州竞赛频道: https://tencentplay.gztv.com/live/jingsai.m3u8?txSecret=a4d04c27d0d1d8b7efef2ed7ff1c3eae&txTime=191b60cc9ca
- 地方频道 - 广西国际: https://hlscdn.liangtv.cn/live/0234c48e0bc24fe1b41b9999a253e581/1075ee38e04f490690f6a36a16e09c79.m3u8
- 地方频道 - 广西国际: http://hlscdn.liangtv.cn/live/0234c48e0bc24fe1b41b9999a253e581/1075ee38e04f490690f6a36a16e09c79.m3u8?fbl=
- 地方频道 - 庆元综合: http://l.cztvcloud.com/channels/lantian/SXqingyuan1/720p.m3u8
- 地方频道 - 庆元综合: http://l.cztvcloud.com/channels/lantian/SXqingyuan1/720p.m3u8?zzhed[浙江]洞头综合频道
- 各地方台1 - 庆元综合: http://l.cztvcloud.com/channels/lantian/SXqingyuan1/720p.m3u8?zzhed
- 地方频道 - 庆元新闻综合: http://l.cztvcloud.com/channels/lantian/SXqingyuan1/720p.m3u8?fbl=
- 未分组 - 庆元综合: http://l.cztvcloud.com/channels/lantian/SXqingyuan1/720p.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
- 地方频道 - 康定综合: http://kdfile.ganzitv.com/nmip-media/channellive/channel100663/playlist.m3u8
- 地方频道 - 延边2: http://stream5.jlntv.cn/wq/playlist.m3u8
- 地方频道 - 开化国家公园: http://l.cztvcloud.com/channels/lantian/SXkaihua2/720p.m3u8zzhed
- 地方频道 - 开化新闻综合: http://l.cztvcloud.com/channels/lantian/SXkaihua1/720p.m3u8?zzhed
- 地方频道 - 开封文化旅游: http://tvpull.dxhmt.cn:9081/tv/10200-3.m3u8
- 各地方台4 - 开封文化旅游: http://tvpull.dxhmt.cn:9081/tv/10200-3.m3u8?zhend
- 地方频道 - 开封文化旅游: http://tvpull.dxhmt.cn:9081/tv/10200-3.m3u8?zhend,
- 地方频道 - 开封新闻综合: http://tvpull.dxhmt.cn:9081/tv/10200-2.m3u8?zhend
- 地方频道 - 开远综合: http://live.ynurl.com/video/s10044-KYTV/index.m3u8?zyund
- 地方频道 - 德惠综合: http://stream11.jlntv.cn/dehuitv/sd/live.m3u8
- 各地方台3 - 德阳公共: http://scdytv.cn:1935/live/m_ggpd_livevideo/playlist.m3u8
- ☘️四川频道 - 德阳公共: http://scdytv.cn:1935/live/m_ggpd_livevideo/playlist.m3u8?zsicd
- ☘️四川频道 - 德阳新闻综合: http://scdytv.cn:1935/live/m_xwpd_livevideo/playlist.m3u8?zsicd
- ☘️山西频道 - 怀仁综合: https://1yp7hc5p.live.sxmty.com/live/hls/bff8529922344209985b6e49baa9555a/efa2543628fc4a7ea93d3d6c975f77dc-1.m3u8
- 各地方台5 - 怀仁综合: http://1yp7hc5p.live.sxmty.com/live/hls/bff8529922344209985b6e49baa9555a/efa2543628fc4a7ea93d3d6c975f77dc.m3u8?zshanxd
- 地方频道 - 成县综合: https://play.kankanlive.com/live/1702454377323961.m3u8
- 地方频道 - 扶沟综合: http://tvpull.dxhmt.cn:9081/tv/11621-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
